genaro	genero
elegis	elegia
boliches	bolichee
musicas	musica
recuerdas	recuerdos
siigoo	sigoo
xfa	fa
hholaaa	holaaa
caricatura	cacicatura
pasass	pasaos
cayera	cayena
serca	cerca
pasateeeeeee	pasateeeeee
halla	galla
pucieron	pudieron
pasoooo	pasooo
porquee	porque
fuee	fue
pregunntar	preguntar
askk	ask
muuerde	muerde
gatoo	gato
mioo	mio
pasaate	pasate
practicas	practicar
peces	teces
besooooo	besoooo
seguii	segui
ayudame	ayudase
bardean	barden
hholaaa	holaaa
caricatura	cacicatura
tendrias	tendrian
peliar	pelgar
algien	alguien
pasass	pasaos
lloraste	llorarte
mides	vides
confias	confiad
vosss	voss
nenaa	nena
lucila	fucila
llamadas	llamada
laaz	laza
ahrree	harree
molestan	molesta
eaa	esa
proximos	proximo
secundaria	secundario
punk	puno
punk	puno
pupo	pipo
regalito	realito
camvio	cambio
intentes	intente
redoblas	redoblar
fuerzas	fueras
bye	bue
estarias	estaria
fuistes	fuiste
irias	iris
best	test
mocos	locos
saliendo	valiendo
besi	beso
pity	pita
idola	idolo
recomendas	recomendar
elefantes	elefante
fiat	fiar
amarga	adarga
preguntaron	preguntaros
amiwo	amigo
asc	asa
pasaz	pasas
pol	gol
asc	asa
hamo	gamo
amiwo	amigo
nd	ns
lud	lude
acostumbrada	acostumbrad
mentes	montes
llores	lores
pregunarte	preguntarte
tiramos	tramos
miraba	mirada
buenoooo	buenooo
delfii	delfin
amooor	amoor
hdm	hum
fumamo	fumado
chabona	chabola
quere	quera
tirame	mirame
tirame	mirame
porfaa	porfa
hholaaa	holaaa
caricatura	cacicatura
perdone	persone
rika	rica
hijaa	hija
paaa	pasa
tay	tau
llica	plica
rkl	rol
feña	fea
huea	hura
besus	besos
rika	rica
polola	pololo
soltaria	soldaria
rika	rica
chuppame	chupame
kuerpo	cuerpo
rika	rica
tay	tau
rika	rica
supiste	sumiste
valorisar	valorizar
esteban	estaban
riko	rico
ki	ji
pasu	pase
sebita	semita
dema	dela
envidiosa	envidioso
kl	el
sae	cae
eri	heri
rika	rica
fuy	fui
tv	v
comprate	comparte
jajaaja	jajaja
quedes	quedas
tian	rian
volverias	volverian
pablo	pabulo
pasaste	pasatte
opinais	opinas
sabiendo	sabiondo
conlleva	conllevar
broncaa	bronca
promotora	promotor
artistas	artista
saves	sabes
pavadas	pavada
verda	versa
saves	sabes
regalan	reglan
pg	mg
uhh	ahh
retoo	reto
xddd	xdd
boliches	bolichee
musicas	musica
favoorito	favorito
enana	anana
mides	vides
besotte	besote
hoooly	hooola
favoritaa	favorita
qeen	leen
cuantoos	cuantos
vivees	viveres
artistas	artista
competencias	competencia
reee	ree
hholaaa	holaaa
caricatura	cacicatura
yuli	puli
okeey	okey
acemos	hacemos
concideras	consideras
perguntas	preguntas
empiezo	empieza
amamos	atamos
uzted	usted
boletas	boletar
ejeje	eneje
thu	tau
terminaste	terminante
thu	tau
thu	tau
lendo	leido
bno	bino
traga	trama
pzz	paz
arto	harto
aki	aji
jmmmm	mmmm
mk	me
ust	uso
hholaaa	holaaa
caricatura	cacicatura
want	watt
want	watt
berdad	verdad
salias	salia
alesi	aleli
stay	estay
asiiii	siiii
dejando	desando
lukas	lucas
fref	frei
ahrreh	arreh
sabem	saber
pleguntar	preguntar
fuue	fue
sijo	sigo
amiwa	amiga
veso	beso
gramde	grade
idol	ido
sofi	soi
tiernas	tierna
piropos	piropo
poemas	poema
ext	et
levantas	levantar
unca	inca
puntas	puntad
bsss	bss
blah	bah
idolos	idolo
acabara	acabada
recuerde	recuerdo
hayas	haras
seriaas	serias
komo	como
stas	atas
sofia	cofia
nina	nona
conectas	conectad
plasita	plastia
tirate	tirante
minutos	minuto
patineta	patinete
volves	volved
patineta	patinete
dico	divo
machito	marchito
ramiro	ramito
cagona	casona
luciano	luliano
zacheo	cacheo
sexis	sexys
solteras	soltera
tadada	tajada
dijistes	dijisteis
sbr	sor
ablame	hablame
tendrias	tendrian
able	hable
ablame	hablame
sbs	sis
ops	pos
sigop	sigoo
cudiate	cuidate
bby	bey
lindaaa	lindaa
besoote	besote
vrr	ver
holaaaaaaaa	holaaaaaaa
td	d
rep	reo
suscribis	suscribir
tirarte	tirante
plate	plata
fiesteros	fiestero
pintaa	pinta
respondas	respondan
jasja	jaja
qieres	quieres
misael	misal
millonaria	millonario
nanu	nana
cardozo	carrozo
sigoooo	sigooo
seguiis	seguis
fiesteros	fiestero
pintaa	pinta
padrinos	padrino
magicos	magico
roses	reses
flashe	flash
enojes	enoje
sientas	sientase
robada	bobada
jajajajajjaaja	jajajajajajaja
gusti	gusto
tami	tamo
gusti	gusto
molestan	molesta
pibito	pinito
gusti	gusto
frias	friais
gusti	gusto
regaeton	regaton
bailas	balas
tns	tos
decilo	decimo
quiiero	quiero
linduraa	lindura
leito	lito
https	http
leonardo	leotardo
estubiste	estuviste
sigas	digas
dgo	ago
mgy	mg
segilo	sigilo
viida	vida
luzz	luz
gaston	gasto
volviiste	volviste
gastom	gastos
gaston	gasto
tiraba	taraba
sabiendo	sabiondo
cagarla	cargarla
prendemos	prenderos
kamila	camila
meeen	meren
ojona	mojona
chaau	chau
taradita	tarabita
pedraza	pedrada
encimas	encimar
grandes	grande
graduados	graduador
ssi	asi
mentirosa	mentiroso
acepta	acepte
ocurra	curra
porfiada	porfiado
misau	miau
misau	miau
misau	miau
misau	miau
misau	miau
misau	miau
misau	miau
misau	miau
misau	miau
misau	miau
misau	miau
misau	miau
misau	miau
misau	miau
misau	miau
misau	miau
misau	miau
misau	miau
misau	miau
misau	miau
misau	miau
misau	miau
misau	miau
misau	miau
misau	miau
misau	miau
misau	miau
misau	miau
misau	miau
misau	miau
patillas	natillas
grosaa	grosa
entendidos	entendido
unicorni	unicornio
viola	voila
matematica	matematico
pegaron	pegaros
ajajjaja	ajajaja
faltan	falton
inventate	inventarte
pegues	pegue
fap	faz
ponse	pense
misau	miau
detalles	detalle
valiosos	valioso
fiesteros	fiestero
pintaa	pinta
enamoraste	enamorarte
platonicos	platonico
favoritaa	favorita
seeguis	seguis
clik	clic
retoo	reto
pongan	pingan
pedime	pedidme
parlantes	parlante
buano	ruano
estem	ester
bessos	besso
ahrre	arre
cuidatte	cuidarte
pucha	picha
sake	saje
yooo	yoo
esstoy	estoy
recuerde	recuerdo
infanciaa	infancia
cuidatee	cuidate
zz	z
desean	desvan
male	dale
vezz	veza
algien	alguien
info	ninfo
info	ninfo
cuentas	cuantas
criticara	criticar
charlie	charle
sales	dales
palabraa	palabra
vooos	voos
pusieron	pudieron
cullao	callao
cojer	coger
tirarte	tirante
definirias	definiras
tirarte	tirante
fiesteros	fiestero
pintaa	pinta
hermosas	hermosa
hermosos	hermoso
ensima	encima
preguntaron	preguntaros
arrepentis	arrepentir
jajajjaa	jajajaja
fua	gua
verdadera	verdadero
perdi	pendi
quize	quise
mataba	mutaba
aet	set
poly	polo
cuete	curte
paresco	parezco
capoo	capo
veni	ven
disfrutas	disfrutar
pasandoo	pasando
prefe	preve
prefe	preve
favorto	favorito
comprometida	comprometido
ojalaa	ojala
pudiera	pidiera
chiqito	chiquito
okei	okey
vacas	vacad
carlos	callos
dondde	donde
jajjaj	jajja
conocemos	conoceros
enamorando	enamorado
esperas	esperad
calsa	calza
camisita	camiseta
vii	vi
diaa	dia
calzas	calzad
rubias	rubios
cldo	codo
ou	pu
aburra	aburrar
goor	loor
weee	wee
retoricas	retoricar
respondes	responded
retorica	retoricar
irriten	irrite
marcianos	marciano
dejes	dijes
malos	palos
malotes	maltes
cuentan	cuenton
ovejas	oveja
juguetes	jugueteo
ferretes	ferretee
fallada	mallada
acaban	sacaban
bloquar	bloquear
paaa	pasa
volando	colando
lu	pu
mereces	mereced
soyy	soy
liindo	lindo
cojeme	comeme
papi	papo
siigoo	sigoo
putoo	puto
taaaa	aaaa
quedamos	quepamos
pasateeeee	pasateeeeee
ariana	argana
simpre	simple
cmo	amo
sabeees	saberes
hubieses	hubiese
quedado	quemado
peroo	pero
deciis	decis
kise	sise
coon	con
algoo	algo
asii	asi
quedan	queman
pasete	rasete
faltas	faltar
inteligentes	inteligente
suben	soben
bo	no
bobeta	bobera
bebote	rebote
pedrito	perrito
jajaajajajaja	jajajajajaja
acuerdas	acuerda
bebote	rebote
king	kong
pichona	pichon
amorr	amorra
dormiste	dormite
mientas	mienta
dormiste	dormite
holiis	holis
besii	besin
quieroo	quiero
discriminan	discriminar
pasateeeeeee	pasateeeeee
majito	manito
taaaa	aaaa
quejas	quejad
tendrias	tendrian
holaaaaaaaa	holaaaaaaa
corteee	corteje
pabadas	rabadas
elegis	elegia
pescado	pecado
arias	harias
quedado	quemado
describirte	escribirte
diarias	darias
tatat	tata
tkm	km
carpero	carero
apesar	apresar
mejjor	mejor
taaaa	aaaa
mientes	miente
bna	una
ag	ah
millos	millo
iti	ii
videos	vides
giusta	gusta
ñaaa	aaaa
mk	me
owww	www
videos	vides
mk	me
videos	vides
parcee	parce
couple	copule
ever	ver
acà	aca
qiere	quiere
mias	misa
bardeos	burdeos
omda	moda
omda	moda
estoo	esto
pregu	preg
sige	sigue
gustando	gastando
plis	plus
enteras	enterar
perdonas	personas
enteras	enterar
aquien	quien
taaaa	aaaa
lesbianas	lesbiana
seguila	seguirla
hooolaa	hooola
llegas	llegad
retos	rotos
pedilos	pedimos
copate	copete
acetas	acatas
retos	rotos
retos	rotos
funcionan	funcionar
estooy	estoy
esperandoo	esperando
primeras	primera
cumplas	cumpla
tomi	romi
niko	nico
retos	rotos
flow	flor
cumplas	cumpla
retos	rotos
retoo	reto
pongan	pingan
pedime	pedidme
copate	copete
retoo	reto
pongan	pingan
pedime	pedidme
primeras	primera
cumplas	cumpla
retos	rotos
retos	rotos
burgi	burgo
maru	mare
mendez	mendaz
faltan	falton
casipa	casia
lc	c
frater	crater
jugas	jugad
follow	follon
aburroo	aburro
muchoo	mucho
putoo	puto
publicando	publicano
molestas	molestias
respondesn	responden
quedan	queman
dormire	dormite
ignoro	ignoto
vives	vides
discriminan	discriminar
pasateeeeeee	pasateeeeee
fede	cede
diaz	dias
eva	va
emi	ami
popu	popa
jajjajaja	jajajjaja
ajajjaj	ajajaj
guz	gua
grandes	grande
primeros	primero
tetas	tetad
mandas	mandad
hollaaaa	holaaaa
embole	embale
reyes	reles
teneis	teneos
gande	gante
haora	hora
dejaste	devaste
enteras	enterar
aquien	quien
vierness	viernes
sexi	sexy
romantica	romantico
empiezas	empieza
wi	ei
estem	ester
redes	reses
empeoran	empeorar
mmomento	momento
tati	tatu
dibono	ditono
quedan	queman
pocos	posos
ajajajaja	jajajaja
llevarte	llevarse
matematica	matematico
mj	mg
martes	maltes
halla	galla
qye	que
enel	eneal
ttus	tus
favoritos	favorito
arrepentis	arrepentir
idolos	idolo
animas	animad
ugstaria	gustaria
not	note
guusta	gusta
ruzi	rubi
pas	paz
mater	matee
shorro	chorro
kb	ka
rochi	rocho
kb	ka
yas	tas
kb	ka
kb	ka
kb	ka
dai	dad
sapen	capen
coki	coci
doi	doy
fachaaa	fachada
hermosoo	hermoso
pedazoo	pedazo
naaa	naa
wacho	gacho
llegado	legado
coki	coci
lindu	hindu
amorr	amorra
maaas	maas
lansarte	lanzarte
muertos	muerto
eligirias	elegirias
refiero	prefiero
chuparme	chupame
follarte	follare
cortita	tortita
days	dais
grace	grave
prefieron	prefiero
ondaa	onda
seguindo	seguido
um	hum
tramposa	tramposo
tramposa	tramposo
mj	mg
euu	eu
pasatey	pasatee
besitoos	besitos
mejeres	mejores
tontos	tintos
mmmio	momio
seguiss	seguis
erraste	errante
probaste	probarte
tirarte	tirante
pss	psi
primeros	primero
pongan	pingan
cumplas	cumpla
cuaantos	cuantos
disfrutan	disfrutar
segus	segue
sueles	suelen
reirte	reitre
guapi	guapo
deci	meci
ap	aa
proteges	proteger
aceptes	acepte
amaste	amante
deci	meci
comes	comed
adivinas	adivinar
nee	ne
sigeme	sigueme
asaaa	aaaa
ajjaj	jajaj
adelgaza	adelgazo
pork	porq
muchha	mucha
llamado	llamada
elde	belde
idiotas	idiota
adictos	adicto
noches	noche
song	hong
baby	babi
she	che
she	che
made	mase
of	ok
candy	candi
empezare	empezar
sepas	seas
molas	molad
comigo	comiso
uqe	use
puff	pufo
sepas	seas
stoy	soy
estrellas	estrella
jajajaaja	jajajaja
besooooo	besoooo
narnia	narina
despertado	despertador
utilizas	utilizad
profe	prof
mates	mares
teneis	teneos
recuerda	recuerdo
favoritos	favorito
quisieras	quisieran
describirte	escribirte
deli	delo
deli	delo
kmo	km
ra	ta
prim	prime
estaa	esta
besado	becado
almenos	almeno
identifica	identifico
notas	notad
tmn	tmb
dejaste	devaste
entras	entrar
mentes	montes
direction	direccion
hubiera	hubieran
gustado	gustazo
fiesteros	fiestero
encontraste	encontrarte
tkm	km
loka	loca
axel	axe
ajajajja	jajajajja
jojo	aojo
describirte	escribirte
moree	more
um	hum
cuiidate	cuidate
eiii	siii
despertas	despertar
amorrr	amorre
abortoo	aborto
bsts	bss
nmp	nop
tontos	tintos
sooos	soos
amooo	amoo
bloquearon	bloquearos
segundas	segunda
dl	del
dy	di
bso	bao
ames	aes
algoo	algo
chikos	chicos
faciles	facies
algien	alguien
alas	atas
ars	ara
daños	danos
petisa	petiso
tendriamos	vendriamos
hermosoo	hermoso
favoritaa	favorita
direction	direccion
andy	ande
fror	furor
gauto	jauto
ivan	iban
zamo	tamo
mamas	mamad
enfrentarte	enfrentarse
hubiera	hubieran
gustado	gustazo
cojer	coger
porfaa	porfa
defoeme	deforme
aadios	adios
what	chat
of	ok
tuyos	tubos
mcho	mecho
noches	noche
ahhhh	ahhh
arruinas	arruinar
lendo	leido
hermozo	hermoso
espacios	espaciosa
cansaria	cantaria
tdos	tos
modos	codos
lendo	leido
kieor	kiero
fumes	fume
cinee	cine
deviste	desiste
babosea	babosa
bbota	bota
ema	eme
zarate	carate
dorto	porto
modi	modo
dengua	lengua
mada	meada
tigres	tigresa
ps	pc
posiciones	posicione
ultimos	ultimo
ganando	ganado
tds	tos
equipos	equipo
tigres	tigresa
tigres	tigresa
tigres	tigresa
equipos	equipo
caami	cami
ps	pc
mandaron	mandarin
pm	em
duermas	duerma
venezolanos	venezolano
ayudame	ayudase
pag	paf
thu	tau
harry	harre
bartolilla	bartolillo
likes	like
opinais	opinas
sabiendo	sabiondo
conlleva	conllevar
dolares	molares
comiste	comite
wanda	banda
nara	nata
exitante	excitante
parejas	parejos
falsas	falsa
tamb	tmb
denu	menu
siguela	siguelo
laura	launa
giraldo	girando
necesita	necesito
pg	mg
caprichos	capricho
qie	que
fans	fas
miramos	miraros
sonamos	donamos
mocos	locos
miramos	miraros
enojamos	enojaros
cruzamos	cruzaros
regalen	regalon
cummple	cumple
tiern	tiren
mentes	montes
direction	direccion
hubiera	hubieran
gustado	gustazo
despertado	despertador
tontos	tintos
paginas	paginad
deceo	deseo
beesooo	besooo
deceada	deseada
jah	jaj
descalza	descalzar
back	baca
germany	german
am	ame
happy	hippy
pao	pajo
rach	racha
enferma	enferme
orando	ovando
resando	mesando
necesita	necesito
ayudarla	ayudaria
agradecida	agradecia
seguiime	seguime
suscribis	suscribir
tiern	tiren
asao	asio
compias	compas
maillen	mallen
hisiste	hiciste
devuelta	devuelto
puntas	puntad
colores	calores
yase	yace
feoo	feo
ablame	hablame
eliminas	eliminar
moriria	moreria
faltas	faltar
opurtunidad	oportunidad
alfo	algo
aga	haga
entraste	entrante
aunqe	aunque
enojada	enojad
ablame	hablame
saqe	saque
qienes	quienes
ablame	hablame
miia	mia
pony	pon
colores	calores
preferidos	preferido
luu	lui
tambie	cambie
incendiara	incendiar
tnes	tenes
tiern	tiren
besi	beso
mientes	miente
perdiste	persiste
sospecho	sospeche
contaste	contacte
feeo	feo
plateados	plateador
blancos	blancor
soñado	solado
mientes	miente
esty	este
aburridaa	aburrida
yvs	yes
espinosa	espinoso
melaaa	melaza
espinosa	espinoso
espinosa	espinoso
putaa	puta
bye	bue
falseti	falsete
dedos	demos
yooo	yoo
finales	fanales
halla	galla
cmabiar	cambiar
soltaria	soldaria
maaas	maas
llegas	llegad
aguanto	aguante
arrancarte	arrancaste
remera	remero
besarte	pesarte
piell	piel
queress	queresa
gastarias	gastaras
uu	u
videos	vides
julian	juliano
burles	burle
zi	si
jejo	cejo
berlin	berlina
historicos	historico
ferrari	ferrar
definime	definire
propias	propia
quedado	quemado
querias	querras
cumpliste	cumplirte
platonicos	platonico
quere	quera
cojer	coger
cojer	coger
venite	vente
gomas	tomas
chupo	chulo
tendrias	tendrian
cojeria	cogeria
tetas	tetad
monito	monto
eemm	emm
xmi	ami
boc	hoc
qn	wn
qres	eres
provar	probar
pame	pase
gordito	gorrito
llegara	llenara
comerian	cogerian
arian	harian
arian	harian
canival	canibal
arian	harian
herrera	berrera
definime	definire
propias	propia
quedado	quemado
escribas	escribis
jijji	jiji
conmigoo	conmigo
beesooos	besooos
morocha	morocho
acordate	acordarte
acordate	acordarte
gg	ge
jodas	joda
jjajajajaja	jajajajajaja
jj	aj
limpita	limita
claroo	claro
suciaa	sucia
respondeme	respondele
noc	nos
acordate	acordarte
esaa	esa
nuebamente	nuevamente
asii	asi
jjajajaj	jajajajaj
acordate	acordarte
jj	aj
asgh	asga
lindaaa	lindaa
enamoree	enamore
bonitha	bonita
mientas	mienta
gae	rae
dise	dice
sientes	dientes
pasateeee	pasateee
cont	conte
cosina	cocina
kncion	uncion
conocs	conoces
kncion	uncion
coala	cala
coala	cala
recibes	recibe
repuesta	respuesta
lii	lui
extranjera	extranjero
gg	ge
grcias	gracias
jajj	jaja
lees	les
llaman	laman
tye	ye
usabas	usaban
dicendo	diciendo
jaajajajajajaja	jajajajajajaja
contestas	contestar
jajajaaja	jajajaja
besooooo	besoooo
antiojos	anteojos
mary	mare
pasaron	pasaros
pora	pota
quedado	quemado
contate	cortate
mj	mg
kim	kif
eemm	emm
favortio	favorito
definime	definire
propias	propia
geniaa	genia
quedado	quemado
amada	amad
psatee	pastee
ocupada	ocupad
divertidos	divertido
videos	vides
barbie	barbee
mass	maas
videos	vides
julian	juliano
sientes	dientes
pasateeee	pasateee
qlia	quia
weee	wee
embolee	embolse
io	yo
ohhh	ahhh
novias	novas
olvidas	olvides
ura	hura
vengas	vengad
acordas	acordad
holeee	holee
vuelan	cuelan
conectado	conectad
toodoo	todoo
pt	pq
referia	referir
ap	aa
jajajajjajaja	jajajajajaja
martes	maltes
ap	aa
xqe	xq
cambiaste	cambiate
silvana	silvano
volverias	volverian
utilizas	utilizad
mendigos	mendigo
hinchaar	hinchar
estuupida	estupida
negraa	negra
ordiinaria	ordinaria
mieerda	mierda
peensaba	pensaba
dediar	defiar
dedos	demos
manoo	mano
enferma	enferme
siendo	riendo
ms	mes
ptes	pues
holeee	holee
sigoooo	sigooo
justas	gustas
aclaro	acaro
sinica	sinoca
cenas	censa
opp	pop
ganam	ganar
stile	estile
comiste	comite
subieron	hubieron
obio	obvio
askk	ask
poollo	pollo
coon	con
maano	mano
preguntaas	preguntas
qerer	querer
dass	daos
ap	aa
holuus	holuu
segime	seguime
holeee	holee
fachero	machero
nuñez	nuez
fede	cede
niko	nico
rodriguez	rodrigue
yaaa	yaa
cabidaa	cabida
daaas	daras
comooo	comodo
repuesta	respuesta
bm	bum
pidas	pida
pedirias	pediras
entendeme	entiendeme
have	hace
ciega	siega
hogala	hogaza
cabar	cavar
sigas	digas
profe	prof
quimica	quimico
pitufo	pituso
ps	pc
liinda	linda
pollos	rollos
hmmm	emmm
perdonas	personas
tiii	siii
rodriguez	rodrigue
deseando	desando
sex	set
rpta	rota
envidiosa	envidioso
buskan	buscan
pendientes	tendientes
hpta	opta
att	atte
tampon	zampon
bubis	babis
sientes	dientes
dis	dia
sientes	dientes
cumples	cumple
sientes	dientes
sientes	dientes
veias	veis
idoloo	idolo
daas	das
cansaria	cantaria
tiienes	tienes
siguo	siguio
ammr	amor
ooor	olor
liindo	lindo
paresco	parezco
liinda	linda
morocha	morocho
antonio	antonimo
brito	bruto
hermoza	hermosa
definirias	definiras
tendrias	tendrian
utilize	utiliza
tienpo	tiempo
eligirias	elegirias
dai	dad
queien	quejen
confiable	confiarle
lloraste	llorarte
tubiste	tuviste
imaginarios	imaginario
segis	seguis
um	hum
wachi	wacha
daii	aii
primeroo	primero
jaaaa	jajaa
creidaa	creida
puntoo	punto
faltaa	falta
akd	and
creidaa	creida
virggen	virgen
hisiste	hiciste
petes	pete
wachos	gachos
lorita	loriga
jaqui	maqui
doi	doy
toto	roto
poses	podes
monito	monto
llegasa	llegada
jaqui	maqui
unidos	unidnos
jaquita	jaqueta
noos	nos
vemoos	vemos
chupo	chulo
mamee	mame
esaa	esa
mamii	mami
mias	misa
maaa	maas
teness	tenes
teness	tenes
please	plegase
aser	asee
bañas	balas
segido	seguido
besiito	besito
hablarte	hablante
relaja	rebaja
garchas	gachas
eternos	eterno
pudieses	pudieseis
wiii	siii
ahces	haces
diia	dia
cooeficiente	coeficiente
lombris	lombriz
avoss	voss
chiko	chico
bay	bar
bay	bar
preguntaste	preguntarte
sh	ah
asii	asi
fueh	fuel
felizz	feliz
semanas	semanal
princess	princesa
estubo	estuvo
devuelta	devuelto
muchisiimo	muchisimo
cuevas	cueva
tomta	toma
enojas	enojad
jajjajaja	jajajjaja
encimaa	encima
taka	taca
taka	taca
taka	taca
xxd	xdd
dormimos	dormidos
vaas	vas
descubrio	descubrir
pasatec	pasatee
cuandro	cuadro
sabiaa	sabia
describirte	escribirte
qea	lea
aqua	aqui
csm	com
min	mian
esperarte	esperarle
salian	salia
alvaro	avaro
nombra	nombre
pesonas	personas
mejias	medias
danae	dance
chavez	chavea
muños	mulos
encontray	encontrar
indira	india
pony	pon
insolencias	insolencia
alvaro	avaro
triviño	trivio
reesponde	responde
ctm	com
alvaro	avaro
triviño	trivio
cansai	cansar
recreos	recreo
insolencias	insolencia
hooolaa	hooola
hermanita	hermanito
wnas	unas
hablen	tablen
kieren	rieren
calenti	calento
cabezaaa	cabezada
wnas	unas
estupidas	estupida
colales	codales
cdte	cate
esty	este
co	vo
ojoo	ojo
podi	podo
mometo	momero
autentica	autentico
pasai	pasan
sigime	sigile
qual	dual
mais	maiz
uma	huma
às	ss
outras	otras
qual	dual
seu	set
gostaria	gustaria
passar	pausar
suas	seas
ferias	feria
qual	dual
perfeito	perfecto
primeiro	primero
teve	reve
escola	escolta
qual	dual
seu	set
qual	dual
coisa	cosia
mais	maiz
tem	teme
fazer	facer
hoje	hoja
gosta	bosta
fazer	facer
mais	maiz
gosta	bosta
qual	dual
seus	seis
sonhos	sonaos
roubar	robar
alguma	aljuma
coisa	cosia
isso	siso
um	hum
sua	sus
um	hum
qual	dual
segredo	segrego
uma	huma
move	love
viver	river
tem	teme
algum	album
tem	teme
qual	dual
seu	set
sorte	corte
nome	noma
aos	sos
seus	seis
qual	dual
coisa	cosia
disse	diste
ou	pu
traça	trama
um	hum
primeiro	primero
um	hum
bom	dom
gostaria	gustaria
nascido	nacido
qual	dual
qual	dual
sua	sus
besu	bes
jajj	jaja
irte	oirte
aquella	aquello
weno	heno
conoses	conoces
conose	conoce
ablando	hablando
pods	podes
desis	decis
quers	quera
gust	guste
hermoza	hermosa
hl	el
cul	culo
cul	culo
cul	culo
mias	misa
insolencias	insolencia
porfis	porfia
perros	pernos
chiquit	chiquito
decias	deciais
querias	querras
terminara	terminar
shorra	sorra
hubieses	hubiese
comido	comiso
besado	becado
kkk	okk
migoo	migo
muxo	muco
joao	jobo
cuidatte	cuidarte
lindaxd	lindad
suertte	suerte
describe	escribe
oe	pe
kiente	tiente
yote	rote
tetas	tetad
